Protein ID,Disorder,Linear B-cell Epitopes,Tandem Repeats,Non-syn SNPs,Protein Length,Tajimas D (Guinea),Tajimas D (Gambia)
PF3D7_1347400,28.06,10.79,0.0,0.0,139,-99.0,-99.0
PF3D7_1347500,4.3,18.28,0.0,0.0,372,-99.0,-99.0
PF3D7_1347600,7.58,7.58,0.0,0.0,277,-2.24,-1.06
PF3D7_1347700,28.1,18.32,1.92,0.52,573,-1.47,-0.88
PF3D7_1347800,0.78,4.69,0.0,0.0,256,-99.0,-99.0
PF3D7_1347900,25.61,11.48,2.76,0.54,1847,-2.46,-2.22
PF3D7_1348000,17.43,8.84,1.85,0.24,1245,-1.91,-1.48
PF3D7_1348100,5.36,7.59,0.0,0.0,224,-99.0,-99.0
PF3D7_1348200,35.78,17.16,0.0,0.0,204,-99.0,-99.0
PF3D7_1348300,32.93,14.13,6.17,0.86,1394,-2.43,-1.26
PF3D7_1348400,57.74,20.21,9.68,1.89,3855,-2.69,-1.95
PF3D7_1348500,5.48,5.48,0.0,0.0,347,-99.0,-99.0
PF3D7_1348600,5.93,10.51,0.0,0.0,371,-99.0,-99.0
PF3D7_1348700,0.84,1.54,0.0,0.0,715,-2.38,-1.88
PF3D7_1348800,27.57,14.28,0.0,0.27,1828,-2.12,-1.83
PF3D7_1348900,10.92,20.17,0.0,0.0,119,-99.0,-99.0
PF3D7_1349000,4.63,4.84,0.0,0.0,475,-1.94,-0.96
PF3D7_1349100,6.12,1.53,0.0,0.51,196,-99.0,-99.0
PF3D7_1349200,13.44,14.6,6.26,1.04,863,-1.01,0.7
PF3D7_1349300,36.03,17.71,9.35,1.16,1807,-2.14,-1.71
PF3D7_1349400,6.47,11.64,0.0,0.86,232,-1.23,-0.48
PF3D7_1349500,50.1,20.59,8.64,0.92,3381,-2.15,-1.2
PF3D7_1349600,12.38,13.68,0.0,0.0,307,-99.0,-99.0
PF3D7_1349700,17.25,6.67,0.0,0.0,255,-99.0,-99.0
PF3D7_1349800,15.72,14.35,0.0,0.0,439,-99.0,-99.0
PF3D7_1349900,7.53,4.84,0.0,0.0,186,-99.0,-99.0
PF3D7_1350000,4.49,8.61,0.0,0.0,267,-2.11,-1.6
PF3D7_1350100,11.84,13.04,0.0,0.0,583,-2.14,-0.93
PF3D7_1350200,11.83,3.23,0.0,0.0,93,-99.0,-99.0
PF3D7_1350300,48.2,34.1,0.0,0.66,305,-99.0,-99.0
PF3D7_1350400,3.68,5.52,10.91,0.14,706,-2.25,-2.1
PF3D7_1350500,41.87,25.96,4.11,0.09,1144,-2.28,-2.16
PF3D7_1350600,6.9,2.3,0.0,0.77,261,-1.19,-0.66
PF3D7_1350700,37.61,23.53,24.42,1.96,561,-99.0,-99.0
PF3D7_1350800,0.41,2.03,0.0,0.0,246,-99.0,-99.0
PF3D7_1350900,27.26,26.3,4.41,0.19,521,-1.67,-1.39
PF3D7_1351000,29.14,19.46,5.54,0.16,1860,-2.57,-1.9
PF3D7_1351100,0.64,2.56,0.0,0.0,156,-0.07,0.55
PF3D7_1351200,27.23,18.52,2.65,0.13,1550,-2.03,-1.03
PF3D7_1351300,2.76,5.8,0.0,0.28,362,-2.02,-1.44
PF3D7_1351400,22.66,10.34,0.0,0.0,203,-1.86,-1.38
PF3D7_1351700,59.1,14.95,5.24,0.38,1318,-1.98,-0.95
PF3D7_1351800.1,30.43,28.7,0.0,0.0,230,-99.0,-99.0
PF3D7_1351800.2,27.66,25.53,0.0,0.0,235,-99.0,-99.0
PF3D7_1351900,55.83,26.94,19.42,0.73,412,-1.83,-1.09
PF3D7_1352000,41.08,23.08,6.68,1.94,2006,-1.94,-1.6
PF3D7_1352100,8.87,8.58,2.38,0.1,1049,-1.92,-1.8
PF3D7_1352300,7.01,9.95,2.61,0.98,613,-1.83,-1.49
PF3D7_1352400,14.55,15.06,3.01,0.31,1594,-1.91,-0.7
PF3D7_1352500,12.02,8.17,0.0,0.0,208,-99.0,-99.0
PF3D7_1352600,1.9,0.95,0.0,0.0,422,-2.3,-1.53
PF3D7_1352700,36.6,17.13,0.0,0.28,2533,-2.16,-1.47
PF3D7_1352800,54.3,19.68,2.6,0.0,884,-1.96,-0.83
PF3D7_1352900,2.92,4.12,0.0,2.92,582,0.12,0.13
PF3D7_1353100,30.88,31.23,0.0,1.05,285,-0.39,0.22
PF3D7_1353200,16.79,18.98,0.0,0.0,137,-99.0,-99.0
PF3D7_1353300,24.13,15.18,0.44,0.15,2068,-2.44,-2.12
PF3D7_1353400,43.81,27.84,9.36,0.0,1164,-99.0,-99.0
PF3D7_1353500,11.35,4.29,0.0,0.0,326,-99.0,-99.0
PF3D7_1353700,13.69,26.19,0.0,0.0,168,-99.0,-99.0
PF3D7_1353800,3.66,9.76,0.0,0.0,246,-99.0,-99.0
PF3D7_1353900,4.15,9.13,0.0,0.0,241,-0.81,-0.85
PF3D7_1354000,4.03,9.24,1.68,0.67,595,-2.3,-2.24
PF3D7_1354100,10.39,15.45,0.0,0.0,356,-99.0,-99.0
PF3D7_1354200,19.43,4.98,2.24,0.25,803,-1.78,-1.74
PF3D7_1354300,61.83,22.28,2.75,0.49,1019,-2.38,-1.39
PF3D7_1354500,2.94,7.69,0.0,0.0,442,-99.0,-99.0
PF3D7_1354600,8.33,4.76,0.0,0.4,252,-1.34,-1.39
PF3D7_1354700,5.41,14.0,0.0,0.98,407,-1.14,-1.24
PF3D7_1354800,25.77,11.26,0.0,0.16,613,-2.22,-1.41
PF3D7_1354900,51.65,26.69,1.57,0.16,637,-99.0,-99.0
PF3D7_1355100,20.56,15.5,0.0,0.0,929,-99.0,-99.0
PF3D7_1355200,13.08,5.11,0.0,0.2,1017,-2.09,-2.1
PF3D7_1355300,1.96,1.96,0.0,0.0,509,-99.0,-99.0
PF3D7_1355500,20.52,14.44,0.0,0.15,658,-2.35,-2.01
PF3D7_1355600,5.69,10.5,0.0,0.53,562,-2.02,-1.67
PF3D7_1355700,69.72,21.66,6.52,0.08,1288,-2.49,-1.68
PF3D7_1355800,10.47,15.12,0.0,0.0,86,-99.0,-99.0
PF3D7_1355900,30.12,28.15,0.0,0.0,405,-99.0,-99.0
PF3D7_1356000,6.87,12.59,1.36,0.14,1398,-2.02,-1.3
PF3D7_1356100,30.91,29.05,5.08,0.21,964,-2.48,-1.87
PF3D7_1356200,8.38,0.6,0.0,0.0,167,-99.0,-99.0
PF3D7_1356300,3.47,17.33,0.0,0.5,202,-99.0,-99.0
PF3D7_1356400,29.52,13.42,2.68,0.1,1006,-2.56,-1.99
PF3D7_1356500,2.05,4.1,0.0,0.51,195,-99.0,-99.0
PF3D7_1356600,2.5,8.54,0.0,0.0,480,-99.0,-99.0
PF3D7_1356700,14.14,15.15,0.0,0.0,198,-99.0,-99.0
PF3D7_1356800,65.21,19.19,5.12,0.45,4044,-2.62,-1.99
PF3D7_1357000,4.06,17.61,0.0,0.0,443,2.17,0.27
PF3D7_1357100,4.06,17.61,0.0,0.0,443,-0.47,0.37
PF3D7_1357200,6.45,6.62,0.0,0.17,574,-2.25,-1.44
PF3D7_1357300,6.61,2.48,0.0,0.0,121,-99.0,-99.0
PF3D7_1357400,24.77,24.85,8.82,0.34,1179,-2.12,-1.61
PF3D7_1357500,25.94,13.02,0.0,0.0,906,-1.67,-1.55
PF3D7_1357600,3.36,2.52,0.0,0.0,119,-99.0,-99.0
PF3D7_1357700,17.0,16.17,0.0,0.08,1218,-2.31,-1.6
PF3D7_1357800,3.59,5.48,0.0,0.0,529,-99.0,-99.0
PF3D7_1357900,5.73,5.34,0.0,0.38,262,-1.7,-1.44
PF3D7_1358000,36.03,21.57,2.98,0.3,2012,-2.23,-1.12
PF3D7_1358100,79.97,37.87,7.9,0.14,734,-2.23,-2.08
PF3D7_1358200,28.95,19.55,7.14,0.56,1596,-2.26,-1.69
PF3D7_1358300,1.18,1.18,0.0,0.0,340,-99.0,-99.0
PF3D7_1358400,9.35,10.07,0.0,0.0,139,-99.0,-99.0
PF3D7_1358500,25.94,23.0,8.65,1.31,613,-1.99,-1.89
PF3D7_1358600,58.51,23.18,6.17,1.19,1005,-2.15,-1.94
PF3D7_1358700,9.8,2.61,0.0,0.0,153,-99.0,-99.0
PF3D7_1358800,4.64,16.56,0.0,0.0,151,-99.0,-99.0
PF3D7_1358900,4.09,11.44,0.0,0.0,367,-2.38,-2.0
PF3D7_1359000,26.7,9.94,2.01,0.61,3281,-2.18,-1.14
PF3D7_1359100,23.48,13.3,4.81,1.56,707,-2.09,-1.89
PF3D7_1359200,28.57,14.68,0.0,0.0,252,-99.0,-99.0
PF3D7_1359300,17.89,8.95,1.4,0.0,1073,-2.3,-1.91
PF3D7_1359400,41.06,32.22,0.0,0.2,509,-1.93,-2.01
PF3D7_1359500,8.55,20.82,0.0,0.0,269,-1.86,-1.73
PF3D7_1359600,33.23,23.16,8.35,0.84,2025,-2.21,-2.28
PF3D7_1359700,40.62,14.33,7.11,1.08,3698,-2.44,-2.17
PF3D7_1359900,47.08,16.7,3.53,0.47,2126,-1.98,-1.31
PF3D7_1360000,6.78,6.21,0.0,0.0,177,-99.0,-99.0
PF3D7_1360100,30.0,21.67,0.0,0.0,180,-1.32,-1.55
PF3D7_1360200,12.84,10.89,0.0,0.0,257,-1.46,-1.47
PF3D7_1360300,1.88,5.38,0.0,0.54,372,-99.0,-99.0
PF3D7_1360400,11.18,13.42,0.0,0.0,313,-1.99,-1.21
PF3D7_1360500,38.25,9.5,2.2,0.44,3179,-2.27,-1.71
PF3D7_1360700,36.02,18.23,10.09,0.53,1130,-1.73,-1.6
PF3D7_1360800,11.15,10.06,0.75,0.17,1193,-1.85,-1.12
PF3D7_1360900,34.45,19.54,0.0,0.0,389,-2.09,-1.89
PF3D7_1361000,12.85,9.94,0.0,0.28,724,-2.04,-1.9
PF3D7_1361100,22.23,16.06,2.02,0.21,940,-1.95,-1.54
PF3D7_1361200,61.22,28.18,6.36,0.17,1792,-2.58,-1.89
PF3D7_1361300,2.1,1.26,0.0,0.0,238,-1.45,-1.64
PF3D7_1361400,1.4,4.9,0.0,0.0,143,-99.0,-99.0
PF3D7_1361500.1,8.74,6.83,0.0,0.0,366,-99.0,-99.0
PF3D7_1361500.2,5.41,9.01,0.0,0.0,111,-99.0,-99.0
PF3D7_1361600,6.57,4.38,0.0,1.46,137,-99.0,-99.0
PF3D7_1361700,15.35,25.88,0.0,0.0,228,-99.0,-99.0
PF3D7_1361800,11.4,8.37,0.0,0.12,2605,-1.65,-1.62
PF3D7_1361900,2.92,13.87,0.0,0.0,274,-99.0,-99.0
PF3D7_1362000,7.04,8.54,0.0,0.0,199,-99.0,-99.0
PF3D7_1362100,13.92,6.59,0.0,0.0,273,-1.52,-0.79
PF3D7_1362200,6.21,12.63,0.0,0.0,483,-99.0,-99.0
PF3D7_1362300,21.69,12.7,0.0,0.0,189,-99.0,-99.0
PF3D7_1362400,46.78,18.16,4.3,0.59,2048,-2.5,-1.92
PF3D7_1362500,10.1,5.05,0.0,0.28,713,-1.58,-0.58
PF3D7_1362600,1.5,7.87,0.0,0.0,267,-99.0,-99.0
PF3D7_1362700,85.29,41.88,29.23,5.59,2039,-2.6,-1.71
PF3D7_1362800,14.2,8.2,0.0,0.09,2183,-2.32,-1.87
PF3D7_1362900,43.4,17.79,13.69,1.41,1636,-2.03,-1.64
PF3D7_1363000,11.34,8.18,4.6,0.34,1173,-2.3,-1.77
PF3D7_1363100,8.79,9.18,0.0,0.68,1024,-2.17,-2.06
PF3D7_1363200,12.99,10.82,0.0,0.0,462,-1.34,-0.96
PF3D7_1363300,5.6,4.8,0.0,0.4,250,-99.0,-99.0
PF3D7_1363400,7.18,7.29,2.54,0.33,905,-1.82,-0.79
PF3D7_1363500,25.84,10.89,4.55,0.6,836,-1.34,-1.07
PF3D7_1363600,3.96,12.78,0.0,0.0,227,-99.0,-99.0
PF3D7_1363700,23.42,14.43,4.05,0.25,790,-2.34,-1.05
PF3D7_1363800,13.95,12.19,0.0,0.15,681,-1.91,-0.55
PF3D7_1364000,10.64,7.74,0.0,0.0,827,-2.09,-1.89
PF3D7_1364100,3.27,5.4,0.0,1.13,796,-1.71,-1.04
PF3D7_1364200,61.67,17.82,2.7,0.55,1813,-1.93,-1.63
PF3D7_1364300,39.97,18.16,1.22,0.17,1151,-2.29,-1.85
PF3D7_1364400,45.24,18.41,9.4,0.67,3265,-2.59,-2.13
PF3D7_1364500,41.93,12.58,0.0,0.0,477,-2.09,-1.74
PF3D7_1364600,4.77,10.11,1.7,0.8,880,-1.67,-1.08
PF3D7_1364700,3.05,2.54,0.0,1.52,197,-99.0,-99.0
PF3D7_1364800,0.98,7.8,0.0,0.0,205,-99.0,-99.0
PF3D7_1365000,69.83,37.64,0.0,0.0,348,-2.02,-2.0
PF3D7_1365100,11.3,6.09,0.0,0.0,115,-99.0,-99.0
PF3D7_1365200,5.88,5.88,0.0,0.0,51,-99.0,-99.0
PF3D7_1365300,15.41,15.81,10.0,0.81,740,-2.09,-1.73
PF3D7_1365400,15.58,9.76,5.14,0.86,584,-99.0,-99.0
PF3D7_1365500,6.16,3.45,0.0,0.0,406,-99.0,-99.0
PF3D7_1365600,15.33,14.8,0.0,0.71,561,-1.69,-1.34
PF3D7_1365700,41.18,7.84,0.0,0.0,408,-99.0,-99.0
PF3D7_1365800,13.07,10.64,0.0,0.0,329,-99.0,-99.0
PF3D7_1365900,1.56,10.94,0.0,0.0,128,-99.0,-99.0
PF3D7_1366000,20.88,19.78,0.0,0.0,91,-99.0,-99.0
PF3D7_1366100,7.87,7.09,0.0,0.0,127,-99.0,-99.0
PF3D7_1366200,10.67,3.33,0.0,0.0,150,-99.0,-99.0
PF3D7_1366300,46.86,24.03,4.88,0.77,4136,-2.41,-1.9
PF3D7_1366400,36.05,22.03,8.16,2.22,1262,-99.0,-99.0
PF3D7_1366600,25.52,19.97,2.43,0.0,576,-1.86,-1.39
PF3D7_1366700,4.58,7.82,0.0,0.81,371,-1.25,-0.91
PF3D7_1366800,8.68,1.4,0.0,0.84,357,-1.74,-1.56
PF3D7_1366900,76.64,44.38,21.02,1.02,685,-2.13,-1.69
PF3D7_1367000,1.23,10.49,0.0,0.0,162,-99.0,-99.0
PF3D7_1367100,58.39,40.66,10.17,0.0,423,-99.0,-99.0
PF3D7_1367200,18.53,7.63,0.0,0.0,367,-1.86,-1.74
PF3D7_1367300,2.39,0.3,0.0,0.0,335,-99.0,-99.0
PF3D7_1367400,27.72,14.24,0.0,0.29,1046,-2.29,-1.58
PF3D7_1367500,19.06,9.67,0.0,0.28,362,-99.0,-99.0
PF3D7_1367600,5.41,4.5,0.0,0.45,222,-99.0,-99.0
PF3D7_1367700,15.27,14.49,3.62,1.28,1408,-2.09,-1.15
PF3D7_1367800,93.15,34.86,27.5,2.12,1182,-1.09,-0.58
PF3D7_1367900,3.71,8.81,0.0,0.31,647,-1.54,-1.9
PF3D7_1368000,13.39,2.36,0.0,0.0,127,-1.91,-1.76
PF3D7_1368100,8.04,9.0,0.0,0.0,311,0.32,-0.74
PF3D7_1368200,6.46,7.43,0.0,0.0,619,-99.0,-99.0
PF3D7_1368300,0.87,6.09,0.0,0.0,230,-99.0,-99.0
PF3D7_1368400,23.75,6.88,0.0,0.0,320,-99.0,-99.0
PF3D7_1368500,6.75,5.54,0.0,0.0,830,-2.3,-1.89
PF3D7_1368600,8.7,5.43,0.0,0.0,92,-99.0,-99.0
PF3D7_1368700,8.16,6.08,1.56,0.69,576,-2.15,-0.11
PF3D7_1368800,44.29,17.35,5.53,1.29,1700,-0.87,0.17
PF3D7_1368900,59.78,30.44,10.22,0.67,450,-99.0,-99.0
PF3D7_1369000,6.16,2.52,0.0,0.0,795,-2.41,-2.11
PF3D7_1369100,10.17,15.93,13.05,1.34,521,-99.0,-99.0
PF3D7_1369200,32.07,11.61,2.86,0.46,2170,-2.38,-2.15
PF3D7_1369300,12.14,16.43,2.14,0.71,420,-2.04,-1.99
PF3D7_1369400,18.48,6.66,1.08,0.45,2868,-2.15,-2.17
PF3D7_1369500,23.6,14.38,4.97,0.27,1106,-99.0,-99.0
PF3D7_1369600,27.98,19.73,2.23,0.78,897,-2.01,-1.69
PF3D7_1369700,6.29,9.71,0.0,0.0,175,-99.0,-99.0
PF3D7_1370300,46.18,32.53,11.24,0.4,249,-99.0,-99.0
PF3D7_1371500,2.98,2.98,0.0,0.0,168,-99.0,-99.0
PF3D7_1371700,10.52,6.95,0.0,0.18,561,-1.67,-1.53
PF3D7_1371800,16.14,18.86,0.0,3.41,440,0.47,0.06
PF3D7_1371900,5.24,7.14,0.0,0.48,210,-99.0,-99.0
PF3D7_1372000,40.77,35.25,3.36,0.0,417,-99.0,-99.0
PF3D7_1372100,3.45,12.15,0.0,0.66,609,-99.0,-99.0
PF3D7_1372200,93.45,26.18,69.45,1.82,275,-99.0,-99.0
PF3D7_1372300,4.85,6.31,0.0,0.97,206,-99.0,-99.0
PF3D7_1372400,17.96,15.76,0.0,0.12,863,-99.0,-99.0
PF3D7_1372600,4.41,7.35,0.0,2.21,272,-99.0,-99.0
PF3D7_1372700,4.89,6.32,0.0,12.93,348,-99.0,-99.0
PF3D7_1372800,9.0,14.33,0.0,16.33,300,-99.0,-99.0
PF3D7_1373000,2.98,5.06,0.0,11.31,336,-99.0,-99.0
PF3D7_1373100,5.28,9.09,4.11,0.0,341,-99.0,-99.0
PF3D7_1373200,1.43,5.71,0.0,18.57,70,-99.0,-99.0
PF3D7_1373300,7.06,7.63,0.0,0.0,354,-99.0,-99.0
PF3D7_1373400,3.98,7.96,0.0,18.04,377,-99.0,-99.0
PF3D7_1373500,54.39,35.67,0.0,21.64,2223,-99.0,-99.0
PF3D7_1400200,4.4,7.14,0.0,18.13,364,-99.0,-99.0
PF3D7_1400300,3.8,13.45,0.0,8.48,342,-99.0,-99.0
PF3D7_1400400,3.26,10.68,0.0,1.78,337,-99.0,-99.0
PF3D7_1400500,5.01,7.67,0.0,8.85,339,-99.0,-99.0
PF3D7_1400600,3.0,7.36,0.0,17.17,367,-99.0,-99.0
PF3D7_1400700,7.85,19.11,0.0,15.36,293,-99.0,-99.0
PF3D7_1400800,5.38,6.65,0.0,12.34,316,-99.0,-99.0
PF3D7_1401000,44.95,34.2,64.5,4.23,307,-99.0,-99.0
PF3D7_1401100,20.53,4.27,0.0,0.81,492,-0.52,-0.94
PF3D7_1401200,1.89,30.3,0.0,6.44,264,-0.55,-0.57
PF3D7_1401300,5.71,12.47,0.0,0.0,473,-1.66,-1.61
PF3D7_1401400,42.99,40.19,0.0,0.93,107,-99.0,-99.0
PF3D7_1401500,8.58,3.49,0.0,0.0,373,-99.0,-99.0
PF3D7_1401600,26.57,21.76,1.88,0.21,478,-99.0,-99.0
PF3D7_1401700,1.48,3.7,0.0,7.04,270,-0.22,-0.2
PF3D7_1401800,15.23,3.64,0.0,0.0,440,-99.0,-99.0
PF3D7_1401900,15.02,11.97,0.0,0.47,426,-99.0,-99.0
PF3D7_1402000,2.61,2.61,0.0,0.0,498,-1.74,-0.84
PF3D7_1402100,7.74,13.42,4.1,0.68,879,-1.38,-1.61
PF3D7_1402200,5.32,10.64,0.0,0.53,188,-99.0,-99.0
PF3D7_1402300,7.21,6.76,3.9,0.75,666,-99.0,-99.0
PF3D7_1402400,50.61,16.33,4.9,0.2,490,-99.0,-99.0
PF3D7_1402500,7.38,6.71,0.0,0.0,149,-99.0,-99.0
PF3D7_1402700,32.16,15.47,2.14,0.0,653,-99.0,-99.0
PF3D7_1402800,38.52,29.19,11.32,2.18,1511,-2.04,-1.52
PF3D7_1402900,3.98,9.43,13.0,1.26,954,-0.71,-1.19
PF3D7_1403000,54.08,25.83,11.48,1.55,453,-1.5,-1.64
PF3D7_1403100,45.01,19.34,7.06,0.51,1955,-2.0,-1.29
PF3D7_1403200,2.41,8.59,0.0,0.34,291,-99.0,-99.0
PF3D7_1403300,6.12,4.91,0.0,0.17,1161,-2.38,-1.91
PF3D7_1403400,22.81,9.69,0.0,0.31,640,-1.59,-1.32
PF3D7_1403500,2.59,4.44,0.0,0.0,270,-99.0,-99.0
PF3D7_1403600,9.48,26.72,18.1,0.0,116,-99.0,-99.0
PF3D7_1403700,11.7,5.29,0.0,0.0,359,-1.91,-1.72
PF3D7_1403800,31.26,17.19,0.0,0.45,1542,-1.4,-0.86
PF3D7_1403900,4.7,6.71,0.0,0.0,298,-99.0,-99.0
PF3D7_1404000,3.03,3.03,0.0,0.0,165,-99.0,-99.0
PF3D7_1404100,13.91,31.3,0.0,0.0,115,-99.0,-99.0
PF3D7_1404200,30.63,33.33,12.61,0.9,111,-99.0,-99.0
PF3D7_1404300,68.32,41.58,24.75,0.0,202,-0.6,-0.74
PF3D7_1404400,4.97,11.05,0.0,0.0,181,-99.0,-99.0
PF3D7_1404500,30.56,17.31,9.62,1.92,468,-99.0,-99.0
PF3D7_1404600.1,9.6,4.28,0.0,0.0,865,-99.0,-99.0
PF3D7_1404600.2,7.47,4.33,0.0,0.0,669,-99.0,-99.0
PF3D7_1404600.3,13.08,3.61,0.0,0.0,803,-99.0,-99.0
PF3D7_1404700,4.14,1.38,0.0,2.07,290,0.34,0.24
PF3D7_1404800,5.87,6.71,2.2,0.94,954,-1.83,-0.65
PF3D7_1404900,8.42,14.81,0.0,0.0,297,-99.0,-99.0
PF3D7_1405000,11.22,13.56,0.0,0.0,686,-2.15,-2.35
PF3D7_1405100,43.22,28.78,12.53,0.43,1157,-2.19,-2.01
PF3D7_1405200,25.52,10.94,0.0,0.52,192,-99.0,-99.0
PF3D7_1405300,22.83,15.02,4.68,0.39,1025,-2.12,-1.91
PF3D7_1405400,24.22,8.58,0.73,0.13,1515,-1.86,-1.84
PF3D7_1405500,27.3,13.57,13.39,0.0,575,-99.0,-99.0
PF3D7_1405700,49.24,27.26,15.58,1.11,719,-99.0,-99.0
PF3D7_1405800,30.85,23.81,3.83,0.83,966,-1.24,-0.92
PF3D7_1405900,40.31,29.58,7.94,1.26,1109,-2.38,-1.89
PF3D7_1406000,19.63,8.41,0.0,0.0,107,-99.0,-99.0
PF3D7_1406100,22.12,18.07,10.43,1.1,1361,-2.28,-1.79
PF3D7_1406200,66.67,30.43,6.28,0.78,2820,-2.51,-1.93
PF3D7_1406300,8.0,9.68,0.0,0.0,475,-1.96,-0.63
PF3D7_1406400,0.33,10.36,0.0,0.0,608,-99.0,-99.0
PF3D7_1406500,26.46,11.98,1.44,0.39,1527,-2.26,-1.45
PF3D7_1406600,18.64,20.51,2.68,0.3,1341,-2.25,-1.91
PF3D7_1406700,3.61,8.76,0.0,0.0,194,-99.0,-99.0
PF3D7_1406800,7.75,7.04,0.0,0.0,284,-99.0,-99.0
PF3D7_1406900,6.63,4.97,0.0,0.0,362,-99.0,-99.0
PF3D7_1407000,9.83,9.43,0.0,0.0,1272,-1.78,-1.6
PF3D7_1407100,27.04,27.99,12.26,0.31,318,-1.21,-0.8
PF3D7_1407200,19.03,16.26,0.0,0.0,289,-99.0,-99.0
PF3D7_1407300,56.23,22.61,0.0,0.0,690,-2.49,-1.54
PF3D7_1407400,4.64,9.79,0.0,1.03,194,-1.67,-0.74
PF3D7_1407500,2.4,4.8,0.0,0.0,125,-99.0,-99.0
PF3D7_1407600,27.15,19.77,5.31,0.84,2033,-2.2,-1.74
PF3D7_1407700,3.69,7.64,0.0,0.25,406,-1.38,-1.32
PF3D7_1407800,7.13,6.68,0.0,0.22,449,-99.0,-99.0
PF3D7_1407900,5.75,7.3,0.0,0.88,452,-1.42,-1.83
PF3D7_1408000,7.51,7.06,0.0,0.22,453,-1.84,-0.69
PF3D7_1408100,3.99,7.98,0.0,0.0,451,-1.7,-1.74
PF3D7_1408200,59.05,36.13,12.28,1.18,1702,-2.29,-1.62
PF3D7_1408300,6.06,8.08,14.14,2.02,99,-99.0,-99.0
PF3D7_1408400,23.02,11.55,0.0,0.0,1160,-2.16,-2.2
PF3D7_1408500,16.41,9.74,5.13,0.0,195,-99.0,-99.0
PF3D7_1408600,21.56,22.94,0.0,0.0,218,-99.0,-99.0
PF3D7_1408700,54.39,14.17,2.26,0.33,7182,-2.33,-1.88
PF3D7_1408800,9.76,11.78,0.0,0.0,297,-1.58,-1.74
PF3D7_1408900,3.82,1.47,0.0,0.0,340,-99.0,-99.0
PF3D7_1409000,10.07,10.95,9.36,0.88,566,-2.2,-1.31
PF3D7_1409100,37.79,26.24,5.53,1.16,1212,-2.45,-1.82
PF3D7_1409200.1,11.62,13.13,0.0,0.0,198,-99.0,-99.0
PF3D7_1409200.2,17.2,14.52,0.0,0.0,186,-99.0,-99.0
PF3D7_1409300,26.96,3.93,0.0,0.0,382,-99.0,-99.0
PF3D7_1409400,10.31,9.54,0.0,0.0,262,-1.08,-0.43
PF3D7_1409500,20.23,18.63,4.57,1.37,875,-1.85,-1.77
PF3D7_1409600,26.69,24.74,5.6,0.39,768,-1.62,-1.38
PF3D7_1409700,6.84,6.72,0.0,0.47,848,-0.39,0.2
PF3D7_1409800,30.35,24.12,7.78,0.78,514,-0.98,-0.94
PF3D7_1409900,40.03,16.64,3.9,0.3,667,-1.86,-1.23
PF3D7_1410000,2.4,2.4,0.0,0.34,292,-99.0,-99.0
PF3D7_1410100,3.72,14.04,4.58,0.0,349,-99.0,-99.0
PF3D7_1410200,9.44,12.59,2.91,0.12,858,-1.76,-1.8
PF3D7_1410300,49.04,16.57,8.4,0.95,4405,-1.6,-1.29
PF3D7_1410400,24.3,17.26,0.0,1.02,782,-0.55,-0.32
PF3D7_1410500,2.26,18.8,0.0,0.0,133,-99.0,-99.0
PF3D7_1410600,3.66,10.75,0.0,0.0,465,-99.0,-99.0
PF3D7_1410700,4.19,3.59,0.0,0.0,334,-99.0,-99.0
PF3D7_1410800,0.58,6.4,0.0,0.0,172,-1.54,-1.21
PF3D7_1410900,57.68,27.43,0.0,0.31,638,-1.58,-0.75
PF3D7_1411000.1,19.57,13.24,4.14,0.1,2054,-99.0,-99.0
PF3D7_1411000.2,18.66,13.39,4.19,0.25,2031,-99.0,-99.0
PF3D7_1411100.1,5.09,3.49,0.0,0.0,373,-99.0,-99.0
PF3D7_1411100.2,4.14,3.85,0.0,0.0,338,-99.0,-99.0
PF3D7_1411200,20.33,19.65,3.52,0.54,738,0.23,-0.48
PF3D7_1411300,48.94,10.56,1.76,0.7,568,-1.2,-1.77
PF3D7_1411400,27.13,12.8,1.88,0.25,2016,-2.27,-2.29
PF3D7_1411500,53.85,18.27,6.65,0.74,947,-1.46,-1.51
PF3D7_1411600,7.29,19.6,2.13,1.22,658,-1.67,-1.65
PF3D7_1411700,18.33,13.34,3.37,0.15,682,-0.68,-0.52
PF3D7_1411800,11.86,13.14,5.51,1.69,472,-99.0,-99.0
PF3D7_1411900,6.73,5.2,0.0,0.31,327,-1.58,-0.3
PF3D7_1412000,4.06,6.56,0.0,0.0,320,-1.35,-1.61
PF3D7_1412100,33.05,22.8,0.0,0.0,956,-2.02,-2.16
PF3D7_1412200,31.18,18.42,0.0,0.26,760,-2.25,-1.36
PF3D7_1412300,1.6,5.6,0.0,0.0,125,-99.0,-99.0
PF3D7_1412400,44.13,8.95,11.53,1.15,3218,-1.73,-1.23
PF3D7_1412500,0.8,10.64,0.0,0.0,376,-1.82,-0.67
PF3D7_1412600,16.13,20.56,0.0,0.2,496,-99.0,-99.0
PF3D7_1412700,38.8,18.13,9.93,1.31,1219,-2.19,-1.72
PF3D7_1412800,5.12,7.07,0.0,0.0,410,-99.0,-99.0
PF3D7_1412900.1,15.05,9.7,0.0,0.0,299,-99.0,-99.0
PF3D7_1412900.2,1.1,7.69,0.0,0.0,91,-99.0,-99.0
PF3D7_1413000,25.05,22.51,0.0,0.0,471,-2.24,-1.9
